cod_venda,data_venda,cod_vendedor,cod_produto,quantidade,valor_unitario
10886,2016-07-24 00:00:00.000,14,11,1,1149
10886,2016-07-24 00:00:00.000,14,23,1,649
10887,2016-08-18 00:00:00.000,15,5,1,1899
10888,2016-03-13 00:00:00.000,26,40,1,29.9
10888,2016-03-13 00:00:00.000,26,69,1,2200
10889,2016-06-07 00:00:00.000,2,31,1,1599
10889,2016-06-07 00:00:00.000,2,94,1,849
10890,2016-10-15 00:00:00.000,23,37,1,74.9
10890,2016-10-15 00:00:00.000,23,50,1,349
10891,2016-02-10 00:00:00.000,30,83,1,479
10892,2016-11-18 00:00:00.000,35,84,1,429
10893,2016-02-20 00:00:00.000,4,14,1,1099
10894,2016-06-27 00:00:00.000,6,63,1,3699
10894,2016-06-27 00:00:00.000,6,94,1,849
10895,2016-12-10 00:00:00.000,8,10,1,749
10895,2016-12-10 00:00:00.000,8,106,1,449.9
10896,2016-06-18 00:00:00.000,21,63,1,3699
10896,2016-06-18 00:00:00.000,21,73,1,3999
10897,2016-05-21 00:00:00.000,30,1,1,869
10898,2016-02-09 00:00:00.000,15,41,1,44.9
10898,2016-02-09 00:00:00.000,15,55,1,349
10899,2016-09-17 00:00:00.000,11,107,1,99.9
10899,2016-09-17 00:00:00.000,11,111,1,219
10900,2016-10-11 00:00:00.000,26,20,1,999
10901,2016-11-02 00:00:00.000,24,102,1,2299
10902,2016-11-13 00:00:00.000,25,99,1,1199
10903,2016-01-05 00:00:00.000,4,75,1,6999
10903,2016-01-05 00:00:00.000,4,91,1,1399
10904,2016-09-12 00:00:00.000,16,2,1,1399
10904,2016-09-12 00:00:00.000,16,15,1,1349
10905,2016-07-25 00:00:00.000,30,55,1,349
10905,2016-07-25 00:00:00.000,30,82,1,429
10906,2016-07-27 00:00:00.000,24,27,1,429
10906,2016-07-27 00:00:00.000,24,81,1,799
10907,2016-05-04 00:00:00.000,16,3,1,1299
10908,2016-12-26 00:00:00.000,31,88,1,7999
10909,2016-04-15 00:00:00.000,32,43,1,24.9
10909,2016-04-15 00:00:00.000,32,61,1,299
10910,2016-12-27 00:00:00.000,7,56,1,599
10910,2016-12-27 00:00:00.000,7,97,1,399
10911,2016-09-29 00:00:00.000,12,35,1,2499
10911,2016-09-29 00:00:00.000,12,102,1,2299
10912,2016-08-14 00:00:00.000,11,8,1,649
10912,2016-08-14 00:00:00.000,11,107,1,99.9
10913,2016-10-06 00:00:00.000,16,2,1,1399
10913,2016-10-06 00:00:00.000,16,107,1,99.9
10914,2016-10-30 00:00:00.000,22,17,1,1099
10915,2016-04-16 00:00:00.000,5,18,1,1199
10916,2016-03-01 00:00:00.000,28,34,1,2799
10917,2016-04-11 00:00:00.000,33,100,1,4499
10918,2016-07-26 00:00:00.000,27,90,1,11499
10919,2016-03-04 00:00:00.000,10,39,1,32.9
10920,2016-04-18 00:00:00.000,34,96,1,1999
10921,2016-07-19 00:00:00.000,6,75,1,6999
10921,2016-07-19 00:00:00.000,6,112,1,139
10922,2016-11-06 00:00:00.000,14,1,1,869
10922,2016-11-06 00:00:00.000,14,65,1,2999
10923,2016-11-16 00:00:00.000,8,92,1,899
10924,2016-09-15 00:00:00.000,2,113,1,49.9
10925,2016-07-13 00:00:00.000,2,95,1,1199
10926,2016-11-02 00:00:00.000,13,28,1,939
10927,2016-11-30 00:00:00.000,5,39,1,32.9
10927,2016-11-30 00:00:00.000,5,82,1,429
10928,2016-02-04 00:00:00.000,11,45,1,199
10928,2016-02-04 00:00:00.000,11,111,1,219
10929,2016-06-05 00:00:00.000,26,29,1,299
10929,2016-06-05 00:00:00.000,26,114,1,399
10930,2016-03-05 00:00:00.000,27,52,1,1999
10931,2016-05-19 00:00:00.000,2,75,1,6999
10931,2016-05-19 00:00:00.000,2,79,1,979
10932,2016-08-09 00:00:00.000,10,60,1,589
10933,2016-12-12 00:00:00.000,19,90,1,11499
10934,2016-09-18 00:00:00.000,27,20,1,999
10934,2016-09-18 00:00:00.000,27,36,1,39.9
10935,2016-03-19 00:00:00.000,33,22,1,699
10935,2016-03-19 00:00:00.000,33,53,1,999
10936,2016-08-12 00:00:00.000,11,74,1,3599
10937,2016-04-16 00:00:00.000,5,95,1,1199
10937,2016-04-16 00:00:00.000,5,114,1,399
10938,2016-10-13 00:00:00.000,25,21,1,1399
10938,2016-10-13 00:00:00.000,25,66,1,3199
10939,2016-04-04 00:00:00.000,35,71,1,3699
10940,2016-10-29 00:00:00.000,31,46,1,119
10940,2016-10-29 00:00:00.000,31,72,1,2099
10941,2016-04-07 00:00:00.000,6,1,1,869
10942,2016-04-24 00:00:00.000,31,44,1,399
10942,2016-04-24 00:00:00.000,31,50,1,349
10943,2016-06-05 00:00:00.000,14,14,1,1099
10943,2016-06-05 00:00:00.000,14,34,1,2799
10944,2016-11-08 00:00:00.000,11,95,1,1199
10945,2016-07-16 00:00:00.000,28,15,1,1349
10946,2016-08-17 00:00:00.000,32,60,1,589
10946,2016-08-17 00:00:00.000,32,113,1,49.9
10947,2016-04-15 00:00:00.000,17,64,1,999
10947,2016-04-15 00:00:00.000,17,67,1,3190
10948,2016-04-07 00:00:00.000,15,45,1,199
10948,2016-04-07 00:00:00.000,15,104,1,2150
10949,2016-09-17 00:00:00.000,20,92,1,899
10950,2016-09-19 00:00:00.000,33,28,1,939
10950,2016-09-19 00:00:00.000,33,101,1,2399
10951,2016-09-27 00:00:00.000,12,94,1,849
10951,2016-09-27 00:00:00.000,12,97,1,399
10952,2016-10-22 00:00:00.000,35,26,1,1099
10953,2016-01-19 00:00:00.000,28,98,1,349.9
10954,2016-09-29 00:00:00.000,3,76,1,6499
10954,2016-09-29 00:00:00.000,3,95,1,1199
10955,2016-08-31 00:00:00.000,17,32,1,3099
10956,2016-09-15 00:00:00.000,20,12,1,1149
10956,2016-09-15 00:00:00.000,20,15,1,1349
10957,2016-12-28 00:00:00.000,35,75,1,6999
10957,2016-12-28 00:00:00.000,35,99,1,1199
10958,2016-08-01 00:00:00.000,6,85,1,539
10959,2016-09-06 00:00:00.000,3,69,1,2200
10960,2016-09-28 00:00:00.000,30,63,1,3699
10961,2016-07-03 00:00:00.000,12,10,1,749
10961,2016-07-03 00:00:00.000,12,26,1,1099
10962,2016-03-19 00:00:00.000,28,106,1,449.9
10963,2016-07-21 00:00:00.000,19,16,1,999
10963,2016-07-21 00:00:00.000,19,81,1,799
10964,2016-04-22 00:00:00.000,35,9,1,849
10964,2016-04-22 00:00:00.000,35,80,1,549
10965,2016-01-10 00:00:00.000,31,105,1,119.9
10966,2016-06-19 00:00:00.000,26,54,1,399
10966,2016-06-19 00:00:00.000,26,69,1,2200
10967,2016-04-04 00:00:00.000,22,54,1,399
10968,2016-11-03 00:00:00.000,22,36,1,39.9
10968,2016-11-03 00:00:00.000,22,101,1,2399
10969,2016-01-15 00:00:00.000,25,64,1,999
10969,2016-01-15 00:00:00.000,25,97,1,399
10970,2016-11-30 00:00:00.000,14,48,1,449
10970,2016-11-30 00:00:00.000,14,85,1,539
10971,2016-05-25 00:00:00.000,34,44,1,399
10971,2016-05-25 00:00:00.000,34,79,1,979
10972,2016-11-03 00:00:00.000,35,15,1,1349
10973,2016-06-25 00:00:00.000,22,67,1,3190
10973,2016-06-25 00:00:00.000,22,87,1,4599
10974,2016-01-27 00:00:00.000,10,71,1,3699
10974,2016-01-27 00:00:00.000,10,78,1,549
10975,2016-06-03 00:00:00.000,12,37,1,74.9
10976,2016-01-24 00:00:00.000,32,39,1,32.9
10977,2016-12-13 00:00:00.000,26,8,1,649
10978,2016-12-12 00:00:00.000,16,23,1,649
10979,2016-12-16 00:00:00.000,24,96,1,1999
10980,2016-08-17 00:00:00.000,22,2,1,1399
10980,2016-08-17 00:00:00.000,22,54,1,399
10981,2016-02-17 00:00:00.000,28,83,1,479
10982,2016-11-08 00:00:00.000,25,13,1,1899
10982,2016-11-08 00:00:00.000,25,35,1,2499
10983,2016-12-27 00:00:00.000,22,45,1,199
10983,2016-12-27 00:00:00.000,22,71,1,3699
10984,2016-11-25 00:00:00.000,10,30,1,699
10984,2016-11-25 00:00:00.000,10,59,1,329
10985,2016-07-19 00:00:00.000,22,8,1,649
10985,2016-07-19 00:00:00.000,22,89,1,9999
10986,2016-07-13 00:00:00.000,26,110,1,49.9
10987,2016-07-03 00:00:00.000,5,78,1,549
10987,2016-07-03 00:00:00.000,5,102,1,2299
10988,2016-08-27 00:00:00.000,15,4,1,1599
10989,2016-12-21 00:00:00.000,4,17,1,1099
10989,2016-12-21 00:00:00.000,4,100,1,4499
10990,2016-06-18 00:00:00.000,24,85,1,539
10991,2016-01-11 00:00:00.000,24,81,1,799
10992,2016-06-11 00:00:00.000,24,84,1,429
10992,2016-06-11 00:00:00.000,24,94,1,849
10993,2016-07-04 00:00:00.000,19,13,1,1899
10994,2016-10-17 00:00:00.000,13,5,1,1899
10995,2016-04-06 00:00:00.000,15,1,1,869
10995,2016-04-06 00:00:00.000,15,65,1,2999
10996,2016-12-05 00:00:00.000,8,22,1,699
10996,2016-12-05 00:00:00.000,8,24,1,1099
10997,2016-09-05 00:00:00.000,2,42,1,32.9
10997,2016-09-05 00:00:00.000,2,89,1,9999
10998,2016-10-25 00:00:00.000,20,102,1,2299
10999,2016-07-21 00:00:00.000,32,96,1,1999
10999,2016-07-21 00:00:00.000,32,112,1,139
11000,2016-11-01 00:00:00.000,34,56,1,599
11001,2016-01-21 00:00:00.000,16,33,1,4599
11001,2016-01-21 00:00:00.000,16,111,1,219
11002,2016-04-07 00:00:00.000,15,32,1,3099
11002,2016-04-07 00:00:00.000,15,84,1,429
11003,2016-06-19 00:00:00.000,5,58,1,329
11003,2016-06-19 00:00:00.000,5,75,1,6999
11004,2016-11-28 00:00:00.000,26,63,1,3699
11005,2016-10-08 00:00:00.000,8,106,1,449.9
11006,2016-03-21 00:00:00.000,2,81,1,799
11006,2016-03-21 00:00:00.000,2,111,1,219
11007,2016-12-31 00:00:00.000,29,8,1,649
11007,2016-12-31 00:00:00.000,29,25,1,599
11008,2016-06-21 00:00:00.000,20,78,1,549
11009,2016-10-25 00:00:00.000,1,13,1,1899
11009,2016-10-25 00:00:00.000,1,92,1,899
11010,2016-03-28 00:00:00.000,9,62,1,499
11010,2016-03-28 00:00:00.000,9,76,1,6499
11011,2016-05-22 00:00:00.000,28,35,1,2499
11011,2016-05-22 00:00:00.000,28,36,1,39.9
11012,2016-12-07 00:00:00.000,7,53,1,999
11012,2016-12-07 00:00:00.000,7,66,1,3199
11013,2016-09-12 00:00:00.000,8,75,1,6999
11013,2016-09-12 00:00:00.000,8,106,1,449.9
11014,2016-01-27 00:00:00.000,7,20,1,999
11014,2016-01-27 00:00:00.000,7,64,1,999
11015,2016-10-07 00:00:00.000,30,19,1,999
11015,2016-10-07 00:00:00.000,30,79,1,979
11016,2016-04-04 00:00:00.000,8,91,1,1399
11017,2016-09-10 00:00:00.000,15,34,1,2799
11017,2016-09-10 00:00:00.000,15,57,1,699
11018,2016-09-25 00:00:00.000,20,6,1,1799
11018,2016-09-25 00:00:00.000,20,18,1,1199
11019,2016-08-16 00:00:00.000,31,61,1,299
11019,2016-08-16 00:00:00.000,31,100,1,4499
11020,2016-12-19 00:00:00.000,8,79,1,979
11021,2016-10-30 00:00:00.000,7,25,1,599
11022,2016-11-05 00:00:00.000,31,1,1,869
11022,2016-11-05 00:00:00.000,31,90,1,11499
11023,2016-10-25 00:00:00.000,21,83,1,479
11024,2016-07-04 00:00:00.000,31,92,1,899
11024,2016-07-04 00:00:00.000,31,106,1,449.9
11025,2016-06-01 00:00:00.000,23,30,1,699
11026,2016-08-05 00:00:00.000,7,10,1,749
11026,2016-08-05 00:00:00.000,7,86,1,499
11027,2016-09-20 00:00:00.000,27,80,1,549
11028,2016-04-14 00:00:00.000,7,7,1,1899
11029,2016-03-27 00:00:00.000,28,11,1,1149
11029,2016-03-27 00:00:00.000,28,46,1,119
11030,2016-03-25 00:00:00.000,22,81,1,799
11031,2016-05-02 00:00:00.000,25,98,1,349.9
11031,2016-05-02 00:00:00.000,25,107,1,99.9
11032,2016-04-15 00:00:00.000,9,78,1,549
11033,2016-07-21 00:00:00.000,31,77,1,1099
11034,2016-04-19 00:00:00.000,32,4,1,1599
11034,2016-04-19 00:00:00.000,32,104,1,2150
11035,2016-03-04 00:00:00.000,25,16,1,999
11035,2016-03-04 00:00:00.000,25,65,1,2999
11036,2016-12-28 00:00:00.000,31,1,1,869
11036,2016-12-28 00:00:00.000,31,23,1,649
11037,2016-01-06 00:00:00.000,31,26,1,1099
11037,2016-01-06 00:00:00.000,31,108,1,69.9
11038,2016-11-18 00:00:00.000,8,42,1,32.9
11039,2016-04-17 00:00:00.000,13,68,1,2999
11039,2016-04-17 00:00:00.000,13,72,1,2099
11040,2016-03-18 00:00:00.000,22,42,1,32.9
11040,2016-03-18 00:00:00.000,22,99,1,1199
11041,2016-11-28 00:00:00.000,16,13,1,1899
11041,2016-11-28 00:00:00.000,16,55,1,349
11042,2016-07-05 00:00:00.000,33,43,1,24.9
11043,2016-07-18 00:00:00.000,6,36,1,39.9
11043,2016-07-18 00:00:00.000,6,95,1,1199
11044,2016-08-14 00:00:00.000,1,34,1,2799
11044,2016-08-14 00:00:00.000,1,42,1,32.9
11045,2016-04-21 00:00:00.000,1,6,1,1799
11046,2016-12-11 00:00:00.000,15,93,1,899
11046,2016-12-11 00:00:00.000,15,97,1,399
11047,2016-10-05 00:00:00.000,25,16,1,999
11047,2016-10-05 00:00:00.000,25,99,1,1199
11048,2016-08-04 00:00:00.000,27,31,1,1599
11048,2016-08-04 00:00:00.000,27,61,1,299
11049,2016-07-10 00:00:00.000,18,112,1,139
11050,2016-04-13 00:00:00.000,4,82,1,429
11050,2016-04-13 00:00:00.000,4,96,1,1999
11051,2016-04-06 00:00:00.000,18,72,1,2099
11051,2016-04-06 00:00:00.000,18,113,1,49.9
11052,2016-10-24 00:00:00.000,22,41,1,44.9
11052,2016-10-24 00:00:00.000,22,66,1,3199
11053,2016-02-25 00:00:00.000,2,39,1,32.9
11054,2016-10-17 00:00:00.000,7,52,1,1999
11054,2016-10-17 00:00:00.000,7,89,1,9999
11055,2016-05-31 00:00:00.000,18,46,1,119
11055,2016-05-31 00:00:00.000,18,72,1,2099
11056,2016-03-06 00:00:00.000,32,68,1,2999
11056,2016-03-06 00:00:00.000,32,77,1,1099
11057,2016-04-26 00:00:00.000,30,55,1,349
11057,2016-04-26 00:00:00.000,30,99,1,1199
11058,2016-01-02 00:00:00.000,20,2,1,1399
11058,2016-01-02 00:00:00.000,20,49,1,739
11059,2016-11-19 00:00:00.000,2,70,1,3399
11059,2016-11-19 00:00:00.000,2,81,1,799
11060,2016-04-06 00:00:00.000,21,25,1,599
11061,2016-01-17 00:00:00.000,1,68,1,2999
11062,2016-11-06 00:00:00.000,30,47,1,129
11062,2016-11-06 00:00:00.000,30,91,1,1399
11063,2016-01-04 00:00:00.000,12,32,1,3099
11063,2016-01-04 00:00:00.000,12,35,1,2499
11064,2016-09-23 00:00:00.000,12,68,1,2999
11064,2016-09-23 00:00:00.000,12,99,1,1199
11065,2016-07-07 00:00:00.000,11,47,1,129
11066,2016-01-06 00:00:00.000,27,89,1,9999
11067,2016-01-18 00:00:00.000,27,45,1,199
11067,2016-01-18 00:00:00.000,27,103,1,2599
11068,2016-08-17 00:00:00.000,16,17,1,1099
11068,2016-08-17 00:00:00.000,16,70,1,3399
11069,2016-03-31 00:00:00.000,26,86,1,499
11069,2016-03-31 00:00:00.000,26,92,1,899
11070,2016-11-28 00:00:00.000,29,62,1,499
11071,2016-02-14 00:00:00.000,27,40,1,29.9
11072,2016-06-26 00:00:00.000,24,73,1,3999
11072,2016-06-26 00:00:00.000,24,104,1,2150
11073,2016-06-12 00:00:00.000,12,68,1,2999
11073,2016-06-12 00:00:00.000,12,76,1,6499
11074,2016-12-11 00:00:00.000,8,31,1,1599
11075,2016-04-22 00:00:00.000,26,22,1,699
11076,2016-09-01 00:00:00.000,10,3,1,1299
11076,2016-09-01 00:00:00.000,10,29,1,299
11077,2016-06-25 00:00:00.000,13,51,1,449
11077,2016-06-25 00:00:00.000,13,58,1,329
11078,2016-05-18 00:00:00.000,12,2,1,1399
11078,2016-05-18 00:00:00.000,12,35,1,2499
11079,2016-11-03 00:00:00.000,9,45,1,199
11079,2016-11-03 00:00:00.000,9,63,1,3699
11080,2016-09-20 00:00:00.000,29,61,1,299
11081,2016-07-24 00:00:00.000,18,55,1,349
11081,2016-07-24 00:00:00.000,18,112,1,139
11082,2016-06-12 00:00:00.000,27,12,1,1149
11083,2016-10-04 00:00:00.000,12,39,1,32.9
11083,2016-10-04 00:00:00.000,12,72,1,2099
11084,2016-03-06 00:00:00.000,29,4,1,1599
11085,2016-06-24 00:00:00.000,23,42,1,32.9
11085,2016-06-24 00:00:00.000,23,112,1,139
11086,2016-08-26 00:00:00.000,18,28,1,939
11087,2016-07-21 00:00:00.000,34,54,1,399
11088,2016-01-08 00:00:00.000,4,46,1,119
11089,2016-04-17 00:00:00.000,4,21,1,1399
11090,2016-01-04 00:00:00.000,29,6,1,1799
11090,2016-01-04 00:00:00.000,29,49,1,739
11091,2016-03-18 00:00:00.000,33,36,1,39.9
11091,2016-03-18 00:00:00.000,33,88,1,7999
11092,2016-06-10 00:00:00.000,19,37,1,74.9
11092,2016-06-10 00:00:00.000,19,108,1,69.9
11093,2016-05-20 00:00:00.000,11,28,1,939
11093,2016-05-20 00:00:00.000,11,73,1,3999
11094,2016-04-14 00:00:00.000,16,25,1,599
11094,2016-04-14 00:00:00.000,16,93,1,899
11095,2016-04-25 00:00:00.000,9,105,1,119.9
11096,2016-03-26 00:00:00.000,28,29,1,299
11097,2016-07-31 00:00:00.000,5,6,1,1799
11098,2016-02-11 00:00:00.000,32,47,1,129
11098,2016-02-11 00:00:00.000,32,67,1,3190
11099,2016-02-18 00:00:00.000,15,60,1,589
11100,2016-08-09 00:00:00.000,32,58,1,329
11101,2016-11-11 00:00:00.000,17,91,1,1399
11102,2016-08-09 00:00:00.000,19,111,1,219
11103,2016-04-11 00:00:00.000,33,37,1,74.9
11103,2016-04-11 00:00:00.000,33,61,1,299
11104,2016-03-03 00:00:00.000,33,59,1,329
11105,2016-08-17 00:00:00.000,4,7,1,1899
11106,2016-02-14 00:00:00.000,7,41,1,44.9
11106,2016-02-14 00:00:00.000,7,96,1,1999
11107,2016-04-10 00:00:00.000,30,57,1,699
11108,2016-03-25 00:00:00.000,20,6,1,1799
11108,2016-03-25 00:00:00.000,20,38,1,54.9
11109,2016-04-01 00:00:00.000,11,13,1,1899
11109,2016-04-01 00:00:00.000,11,84,1,429
11110,2016-03-25 00:00:00.000,17,36,1,39.9
11111,2016-12-01 00:00:00.000,25,34,1,2799
11111,2016-12-01 00:00:00.000,25,97,1,399
11112,2016-12-18 00:00:00.000,9,88,1,7999
11112,2016-12-18 00:00:00.000,9,96,1,1999
11113,2016-11-18 00:00:00.000,26,13,1,1899
11114,2016-09-30 00:00:00.000,6,8,1,649
11114,2016-09-30 00:00:00.000,6,52,1,1999
11115,2016-06-09 00:00:00.000,1,16,1,999
11115,2016-06-09 00:00:00.000,1,62,1,499
11116,2016-02-22 00:00:00.000,22,92,1,899
11117,2016-01-09 00:00:00.000,18,2,1,1399
11117,2016-01-09 00:00:00.000,18,30,1,699
11118,2016-10-05 00:00:00.000,32,10,1,749
11118,2016-10-05 00:00:00.000,32,29,1,299
11119,2016-08-04 00:00:00.000,15,16,1,999
11120,2016-11-20 00:00:00.000,28,68,1,2999
11121,2016-08-03 00:00:00.000,25,40,1,29.9
11122,2016-09-21 00:00:00.000,34,7,1,1899
11122,2016-09-21 00:00:00.000,34,72,1,2099
11123,2016-02-24 00:00:00.000,1,48,1,449
11123,2016-02-24 00:00:00.000,1,98,1,349.9
11124,2016-06-12 00:00:00.000,3,86,1,499
11125,2016-08-12 00:00:00.000,10,60,1,589
11126,2016-04-22 00:00:00.000,30,88,1,7999
11127,2016-03-08 00:00:00.000,32,91,1,1399
11128,2016-06-26 00:00:00.000,10,80,1,549
11128,2016-06-26 00:00:00.000,10,111,1,219
11129,2016-04-14 00:00:00.000,19,95,1,1199
11129,2016-04-14 00:00:00.000,19,108,1,69.9
11130,2016-05-14 00:00:00.000,35,90,1,11499
11131,2016-01-01 00:00:00.000,33,61,1,299
11131,2016-01-01 00:00:00.000,33,96,1,1999
11132,2016-12-19 00:00:00.000,25,50,1,349
11133,2016-11-15 00:00:00.000,21,79,1,979
11133,2016-11-15 00:00:00.000,21,111,1,219
11134,2016-04-26 00:00:00.000,26,10,1,749
11134,2016-04-26 00:00:00.000,26,20,1,999
11135,2016-11-26 00:00:00.000,26,59,1,329
11136,2016-03-02 00:00:00.000,13,28,1,939
11137,2016-01-08 00:00:00.000,19,18,1,1199
11137,2016-01-08 00:00:00.000,19,77,1,1099
11138,2016-04-02 00:00:00.000,4,67,1,3190
11138,2016-04-02 00:00:00.000,4,82,1,429
11139,2016-04-23 00:00:00.000,4,18,1,1199
11139,2016-04-23 00:00:00.000,4,83,1,479
11140,2016-12-17 00:00:00.000,16,63,1,3699
11141,2016-11-01 00:00:00.000,20,9,1,849
11141,2016-11-01 00:00:00.000,20,33,1,4599
11142,2016-11-24 00:00:00.000,9,109,1,79.9
11143,2016-02-20 00:00:00.000,1,83,1,479
11144,2016-04-03 00:00:00.000,20,92,1,899
11144,2016-04-03 00:00:00.000,20,114,1,399
11145,2016-09-17 00:00:00.000,5,51,1,449
11146,2016-12-11 00:00:00.000,17,17,1,1099
11146,2016-12-11 00:00:00.000,17,111,1,219
11147,2016-01-08 00:00:00.000,35,82,1,429
11148,2016-04-09 00:00:00.000,29,39,1,32.9
11148,2016-04-09 00:00:00.000,29,91,1,1399
11149,2016-04-25 00:00:00.000,13,110,1,49.9
11150,2016-10-18 00:00:00.000,12,17,1,1099
11150,2016-10-18 00:00:00.000,12,64,1,999
11151,2016-07-12 00:00:00.000,26,48,1,449
11152,2016-01-23 00:00:00.000,9,25,1,599
11152,2016-01-23 00:00:00.000,9,54,1,399
11153,2016-04-23 00:00:00.000,28,12,1,1149
11154,2016-11-20 00:00:00.000,31,17,1,1099
11154,2016-11-20 00:00:00.000,31,64,1,999
11155,2016-06-17 00:00:00.000,30,21,1,1399
11155,2016-06-17 00:00:00.000,30,64,1,999
11156,2016-11-09 00:00:00.000,35,20,1,999
11156,2016-11-09 00:00:00.000,35,98,1,349.9
11157,2016-10-12 00:00:00.000,35,50,1,349
11157,2016-10-12 00:00:00.000,35,72,1,2099
11158,2016-04-11 00:00:00.000,32,69,1,2200
11158,2016-04-11 00:00:00.000,32,74,1,3599
11159,2016-11-09 00:00:00.000,26,7,1,1899
11159,2016-11-09 00:00:00.000,26,35,1,2499
11160,2016-09-02 00:00:00.000,6,44,1,399
11161,2016-07-19 00:00:00.000,8,33,1,4599
11162,2016-05-16 00:00:00.000,24,98,1,349.9
11163,2016-11-30 00:00:00.000,2,39,1,32.9
11163,2016-11-30 00:00:00.000,2,99,1,1199
11164,2016-06-14 00:00:00.000,26,36,1,39.9
11165,2016-05-04 00:00:00.000,8,22,1,699
11166,2016-08-22 00:00:00.000,17,50,1,349
11167,2016-06-04 00:00:00.000,31,44,1,399
11167,2016-06-04 00:00:00.000,31,106,1,449.9
11168,2016-04-14 00:00:00.000,11,57,1,699
11168,2016-04-14 00:00:00.000,11,75,1,6999
11169,2016-08-02 00:00:00.000,1,37,1,74.9
11170,2016-12-18 00:00:00.000,19,25,1,599
11170,2016-12-18 00:00:00.000,19,91,1,1399
11171,2016-07-27 00:00:00.000,9,109,1,79.9
11172,2016-07-26 00:00:00.000,21,114,1,399
11173,2016-04-27 00:00:00.000,7,5,1,1899
11173,2016-04-27 00:00:00.000,7,18,1,1199
11174,2016-06-26 00:00:00.000,13,75,1,6999
11175,2016-06-09 00:00:00.000,34,13,1,1899
11175,2016-06-09 00:00:00.000,34,101,1,2399
11176,2016-12-15 00:00:00.000,28,16,1,999
11176,2016-12-15 00:00:00.000,28,29,1,299
11177,2016-09-10 00:00:00.000,14,45,1,199
11177,2016-09-10 00:00:00.000,14,100,1,4499
11178,2016-07-14 00:00:00.000,14,51,1,449
11178,2016-07-14 00:00:00.000,14,87,1,4599
11179,2016-06-02 00:00:00.000,25,108,1,69.9
11180,2016-10-18 00:00:00.000,32,83,1,479
11181,2016-05-16 00:00:00.000,2,41,1,44.9
11182,2016-04-02 00:00:00.000,25,30,1,699
11183,2016-03-30 00:00:00.000,14,10,1,749
11183,2016-03-30 00:00:00.000,14,107,1,99.9
11184,2016-08-03 00:00:00.000,34,81,1,799
11185,2016-01-13 00:00:00.000,20,29,1,299
11186,2016-07-05 00:00:00.000,8,24,1,1099
11186,2016-07-05 00:00:00.000,8,76,1,6499
11187,2016-03-29 00:00:00.000,3,17,1,1099
11187,2016-03-29 00:00:00.000,3,107,1,99.9
11188,2016-12-11 00:00:00.000,31,77,1,1099
11188,2016-12-11 00:00:00.000,31,93,1,899
11189,2016-02-13 00:00:00.000,16,60,1,589
11190,2016-02-13 00:00:00.000,26,41,1,44.9
11190,2016-02-13 00:00:00.000,26,86,1,499
11191,2016-02-21 00:00:00.000,35,11,1,1149
11192,2016-01-02 00:00:00.000,5,69,1,2200
11193,2016-03-06 00:00:00.000,30,33,1,4599
11193,2016-03-06 00:00:00.000,30,82,1,429
11194,2016-11-22 00:00:00.000,34,4,1,1599
11194,2016-11-22 00:00:00.000,34,22,1,699
11195,2016-12-31 00:00:00.000,31,14,1,1099
11196,2016-01-20 00:00:00.000,32,9,1,849
11196,2016-01-20 00:00:00.000,32,80,1,549
11197,2016-12-13 00:00:00.000,7,113,1,49.9
11198,2016-11-07 00:00:00.000,24,18,1,1199
11198,2016-11-07 00:00:00.000,24,48,1,449
11199,2016-09-12 00:00:00.000,26,8,1,649
11199,2016-09-12 00:00:00.000,26,33,1,4599
11200,2016-09-09 00:00:00.000,2,28,1,939
11200,2016-09-09 00:00:00.000,2,81,1,799
11201,2016-01-27 00:00:00.000,30,31,1,1599
11202,2016-09-11 00:00:00.000,15,70,1,3399
11202,2016-09-11 00:00:00.000,15,103,1,2599
11203,2016-07-07 00:00:00.000,4,50,1,349
11204,2016-03-12 00:00:00.000,4,15,1,1349
11204,2016-03-12 00:00:00.000,4,40,1,29.9
11205,2016-01-11 00:00:00.000,5,24,1,1099
11205,2016-01-11 00:00:00.000,5,37,1,74.9
11206,2016-05-21 00:00:00.000,3,85,1,539
11207,2016-10-04 00:00:00.000,19,25,2,599
11208,2016-02-16 00:00:00.000,17,2,1,1399
11208,2016-02-16 00:00:00.000,17,53,1,999
11209,2016-05-08 00:00:00.000,28,109,1,79.9
11210,2016-10-22 00:00:00.000,18,21,1,1399
11210,2016-10-22 00:00:00.000,18,58,1,329
11211,2016-11-29 00:00:00.000,29,37,1,74.9
11211,2016-11-29 00:00:00.000,29,103,1,2599
11212,2016-05-04 00:00:00.000,20,13,1,1899
11212,2016-05-04 00:00:00.000,20,80,1,549
11213,2016-09-19 00:00:00.000,24,48,1,449
11213,2016-09-19 00:00:00.000,24,108,1,69.9
11214,2016-06-11 00:00:00.000,19,45,1,199
11214,2016-06-11 00:00:00.000,19,48,1,449
11215,2016-12-15 00:00:00.000,6,103,1,2599
11216,2016-05-17 00:00:00.000,27,58,1,329
11216,2016-05-17 00:00:00.000,27,99,1,1199
11217,2016-09-18 00:00:00.000,23,104,1,2150
11218,2016-04-30 00:00:00.000,26,72,1,2099
11219,2016-08-24 00:00:00.000,34,72,1,2099
11220,2016-11-19 00:00:00.000,22,75,1,6999
11220,2016-11-19 00:00:00.000,22,102,1,2299
11221,2016-08-19 00:00:00.000,19,13,1,1899
